,id,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_cylinderVolume,car_fuel,car_gear,car_address,car_title,car_photo,dealer_name,dealer_address,sunroof,SRS,keyless,TCS,cruise_sys,HID_head,LED_head,electric_seat,auto_AC,navi_sys,IVI_sys,parking_camera,LDW
11,1.00811E+11,BMW,X5,2015,55000,"2,380,000",é»,5,4800,æ±½æ²¹,,æ¡å¸,2015 BMW X5M ç¸½ä»£ å¥½æ±½è»,https://ct.yimg.com/xd/api/res/1.2/RMDv12mk04m.kAUBrL.IFQ--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/6026f459-0148-4682-a3ef-67d07e1b7083.jpg,['~æ¡¥½æ±½è~'],æ¡å¸è·¯äæ®435,1,1,1,1,1,0,1,1,1,1,1,1,0
12,1.01125E+11,BMW,X3,2018,27749,"2,360,000",,5,2600,æ±½æ²¹,,°åå¸,æ±½è 2018 BMW X3 M40i ç¸½ä»£ Må¥»¶ 0-1004.8ç§,https://ct.yimg.com/xd/api/res/1.2/atKPviiWlsd9wBgKOwMv0A--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yMjc7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/3b8f7378-f8fd-485e-b3b8-fc4a9dea0d93.jpg,['æ±½è 28202500'],°åå¸¿å¾·è·6æ®505,1,1,1,1,1,0,1,1,1,1,1,1,1
13,1.01124E+11,LANDROVER,DISCOVERY,2017,16000,"2,360,000",,5,2600,æ±½æ²¹,,°åå¸,2018å¹´å LAND ROVER DISCOVERY SI6 HSE æ¥,https://ct.yimg.com/xd/api/res/1.2/Lver.EVnUkoNgidweFQ9IQ--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/dfe84df4-81d5-47f7-b508-27dc6208ba4f.jpg,['æ¥'],°åå¸¸­å±±åæ¿±æè¡278,1,1,1,1,1,0,1,1,1,1,1,1,1
14,1.01122E+11,TOYOTA,ALPHARD,2019,12000,"2,350,000",,5,3300,æ±½æ²¹,ªæ,°åå¸,2020Alphardæ¬¾å,https://ct.yimg.com/xd/api/res/1.2/clVs1TwRF5apqj9rCXTvZQ--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/5cc13b9d-6e91-4459-adbe-4218d174b262.jpg,['Y8931160193'],°åå¸å³½åè·21æ¨,1,1,1,1,1,1,1,1,1,1,1,1,0
15,1.01113E+11,PORSCHE,MACAN,2018,32000,"2,350,000",,5,2200,æ±½æ²¹,ªæ,°ä¸­å¸,2018 Macan è¶¸é¼å,https://ct.yimg.com/xd/api/res/1.2/XSmIh2sqnWbrq1fe04gHxA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/e1f5006b-da5e-425d-a446-6db1ed86bd76.jpg,['±çå¯¦æ¥­¬å'],°ä¸­å¸å±¯åé¾è·¯äæ®658,1,1,1,1,1,0,1,1,1,1,1,1,1
16,1.01123E+11,MERCEDESBENZ,GLCCLASS,2021,0,"2,328,000",,5,2200,æ±½æ²¹,,°åå¸,»¿GLC300 2.0L 2021å¹ SUV 4Matic ¨æå¤©ç,https://ct.yimg.com/xd/api/res/1.2/PJNOcSYqdheH_dEMZOWczg--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yMzk7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/f039fed8-888d-4f42-a386-32e5cd636e5f.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,0,0,1,0,0,1,0,1,1,0,0,0
17,1.01121E+11,MERCEDESBENZ,GLCCLASS,2021,2270,"2,328,000",,5,1500,æ²¹é,,°åå¸,SAVEå¯¦åèª21å¹´GLC200 LEDå¤ ACCä¸»åè· ,https://ct.yimg.com/xd/api/res/1.2/uhx.q2qVKFbJfgW6EuYKEw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/649db944-ed8f-4bf0-a738-a44bab5ee554.jpg,['°éæ±½è æª¢éªéè»'],°åå¸ç«³¢è·61,0,1,1,1,1,0,1,1,1,1,1,1,1
18,1.01101E+11,MERCEDESBENZ,GLCCLASS,2020,5000,"2,290,000",,4,2200,æ±½æ²¹,,°åå¸,2021 Benz GLC300 AMG ½è ¨æ ·é °æ - ¸¥æ±½è,https://ct.yimg.com/xd/api/res/1.2/Rj9yPtPLlYq1BYRzZqDCLw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDE7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/f8726100-a92d-417c-be6d-a461f5e444bc.jpg,['¸¥ªè³ªè»'],°åå¸¸­å±±åæ°±è·¯67,1,1,1,1,1,0,1,1,1,1,1,1,1
19,1.01123E+11,MERCEDESBENZ,GLCCLASS,2020,23000,"2,288,000",,5,2200,æ±½æ²¹,,°åå¸,»¿Benz GLC300 AMG 4Matic  ¨æ °æ ²é,https://ct.yimg.com/xd/api/res/1.2/9Z9.HWg2RPFn7IqvqPz7yw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDI7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/14901067-e0ac-49ab-8185-8ba781afa1d7.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,1,1,1,1,0,1,1,1,1,1,1,0
20,1.01123E+11,TOYOTA,SIENNA,2021,200,"2,288,000",é»,5,2600,æ²¹é,,°åå¸,»¿Toyota Sienna 2.5L XSE  ACCªåè·,https://ct.yimg.com/xd/api/res/1.2/S0bAlCNxaziQdVZubm56JQ--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/44e34703-37b8-4221-be79-82ce14874928.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,1,1,1,1,0,1,1,1,1,1,1,1
21,1.01123E+11,MERCEDESBENZ,GLCCLASS,2020,5230,"2,288,000",é»,5,2200,æ±½æ²¹,,°åå¸,»¿GLC300 2.0L 2020å¹ AMG äº,https://ct.yimg.com/xd/api/res/1.2/VPPVZYPOBURnKrPQU5ucXg--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yMzg7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/d78d55e8-a301-45e5-8fed-fc53aec86428.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,0,0,1,0,0,1,0,1,1,0,0,0
22,1.01104E+11,MERCEDESBENZ,GLECLASS,2016,40000,"2,288,000",,5,2600,æ±½æ²¹,,°åå¸,-ä¸æ±½è- ä½ç¨ ç¸½ä»£ BENZ GLE43 Coupe 4,https://ct.yimg.com/xd/api/res/1.2/4dmnrYowaEBj5o2aucua0Q--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/888e871d-9d14-4c8f-a343-c5b4e35355b5.jpg,['ä¸æ±½è'],°åå¸¿å¾·è·6æ®451,1,1,0,1,1,0,1,1,1,1,0,1,0
23,1.01119E+11,TOYOTA,ALPHARD,2018,50000,"2,280,000",é»,5,3300,æ±½æ²¹,,æ¡å¸,2018 Toyota Alphard ç¸½ä»£å¥½æ±½è»,https://ct.yimg.com/xd/api/res/1.2/we8cpUDumagtMSwCSu.9Sg--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/7fbdda86-05dd-4973-9912-26bb93a9704f.jpg,['~æ¡¥½æ±½è~'],æ¡å¸è·¯äæ®435,1,1,1,1,1,0,1,1,1,1,1,1,1
24,1.01106E+11,PORSCHE,MACAN,2018,28000,"2,280,000",,5,2200,æ±½æ²¹,,æ¡å¸,2018 Porsche Macan 2.0Tå¥½æ±½è»,https://ct.yimg.com/xd/api/res/1.2/J2kiKE_gQFG5phrcI2AUJQ--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/98a2aef4-c175-49ec-b6b5-af88e449ff57.jpg,['~æ¡¥½æ±½è~'],æ¡å¸è·¯äæ®435,1,1,1,1,1,0,1,1,1,0,1,1,1
25,1.01092E+11,MERCEDESBENZ,GLCCLASS,2020,888888,"2,280,000",é»,5,2200,æ±½æ²¹,,é«å¸,ä½³å¾·æ±½è 2021 Benz GLC300 GLC ¨æè»,https://ct.yimg.com/xd/api/res/1.2/Sl0RAAop_eGAw_hjWMx0ZA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/ee1cb1f0-f3a7-4870-be7d-96d24ebd2c9b.jpg,['ä½³å¾·æ±½èBå°'],é«å¸å±±åå¤§éä¸è·605-1,1,1,1,1,1,0,1,1,1,0,1,1,1
26,1.01027E+11,MERCEDESBENZ,GLCCLASS,2017,28000,"2,280,000",,5,2200,æ±½æ²¹,,°åå¸,è±§¿æ¨¹æ¤§åº-23P 360åº¦ç¯æ­GLC CoupeAMG#2265,https://ct.yimg.com/xd/api/res/1.2/uJ1Fw2hTzPUBh4OsvyId8A--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/e433b280-c9b7-4c48-bc9d-8f2609e3804b.jpg,['è±§¿æ±½èæ¨¹æ¤§åº'],°åå¸¨¹ä½³åè·¯äæ®52,1,1,1,1,1,0,1,1,1,0,1,1,1
27,1.01022E+11,PORSCHE,MACAN,2015,50000,"2,280,000",é»,5,3300,æ±½æ²¹,ªæ,°åå¸,-ä¸æ±½è- ç¸½ä»£ 2015å¹ Porsche Macan turbo ä½ç¨,https://ct.yimg.com/xd/api/res/1.2/LIbnUNFBeL7BKbl1hUWEpA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/a2ec1898-0d06-4468-b59b-405f86b26808.jpg,['ä¸æ±½è'],°åå¸¿å¾·è·¯åæ®451,0,1,0,1,1,1,0,1,1,0,0,0,0
28,1.00867E+11,MERCEDESBENZ,GLCCLASS,2017,45600,"2,200,000",é»,5,2600,æ±½æ²¹,ªæ,°åå¸,2017 GLC43 AMG  23P 21 P21é¦è²å­ ¥æ³°æ±½è,https://ct.yimg.com/xd/api/res/1.2/2Y7gOsZXEUH1vXaU5gT.ng--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNjQ7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/5a73c4aa-e022-4466-a59f-64584ee3647e.jpg,['¥æ³°æ±½è'],°åå¸¸­å±±åæ°±è·¯514,0,1,0,1,1,1,0,1,1,0,0,0,0
29,1.01124E+11,MERCEDESBENZ,,2020,280,"2,198,000",é»,5,2200,æ±½æ²¹,,°åå¸,»¿Benz GLB250 °æ¬¾ ä¸ººåº ¨æå¤©ç ²é ,https://ct.yimg.com/xd/api/res/1.2/WkDRDFxPwNMWCdQwWrtQiA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/3fe5dc1e-4994-4861-a7d8-24431fd69513.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,1,1,1,1,0,1,1,1,1,1,1,0
30,1.01114E+11,MERCEDESBENZ,GLECLASS,2016,74000,"2,188,000",,5,2600,æ±½æ²¹,,°åå¸, 2016å¹´Benzç¸½ä»£ GLE450 AMG COUPE,https://ct.yimg.com/xd/api/res/1.2/EauRpynIQ2.hUS6pt_EP7g--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/d97e3ad1-49b6-41d4-ace9-50fab7e082f2.jpg,['æ¥'],°åå¸¸­å±±åæ¿±æè¡278,1,1,1,1,1,0,1,1,1,1,1,1,1
31,1.01112E+11,LANDROVER,DISCOVERY,2017,48000,"2,188,000",é»,5,2600,´æ²¹,,°åå¸, 2018 å¹ Discovery 3.0 Td6 HSE å®è»,https://ct.yimg.com/xd/api/res/1.2/Hf6qgquqyHRTHIdKnJP2dA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/3e2015f2-47c6-4946-bf17-3aaf170d2e13.jpg,['æ¥'],°åå¸¸­å±±åæ¿±æè¡278,1,1,1,1,1,0,1,1,1,1,1,1,1
32,1.01067E+11,MERCEDESBENZ,GCLASS,2001,140000,"2,180,000",,3,3300,æ±½æ²¹,,°åå¸,é¦³å 2001 W463 G320 ä¸­è»¸è»»¶äºè¶,https://ct.yimg.com/xd/api/res/1.2/vYvU2gT_r_gJAJ7sdytSbw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/15bcc008-b125-4415-86b3-b0dd5adc7f39.jpg,['é¦³åè»¥­'],°åå¸£«å»¶å¹³·¯ä¸®µ141,1,1,1,1,1,0,1,1,1,1,1,1,1
33,1.01113E+11,MERCEDESBENZ,GLCCLASS,2018,36000,"2,160,000",,5,2200,æ±½æ²¹,,°åå¸,è±§¿æ¨¹æ¤§åº-°æ.¸é.²é.AMG GLC300Coupe#8410,https://ct.yimg.com/xd/api/res/1.2/qkJqRuZN1UPtMfxmUVUaXA--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/e8aff319-dacc-49fb-b748-038e0ea56fa9.jpg,['è±§¿æ±½èæ¨¹æ¤§åº'],°åå¸¨¹ä½³åè·¯äæ®52,1,1,1,1,1,0,1,1,1,0,1,1,0
34,1.01124E+11,MERCEDESBENZ,GLCCLASS,2020,9000,"2,158,000",,5,2200,æ±½æ²¹,,°åå¸,»¿Benz GLC300 SUV °æ¬¾ ¨æ  »çæ¤ °æ,https://ct.yimg.com/xd/api/res/1.2/1R4DQ98kvRq4WPzJlGhP.Q--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDI7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/e9fb939e-6cf0-4f2a-a66e-c92b368cb2de.jpg,['æ»¿å¡ä»½¬å'],°åå¸åºä¸­èè·¯äæ®196,1,1,1,1,1,0,1,1,1,1,1,1,0
35,1.0111E+11,MERCEDESBENZ,GLCCLASS,2020,50,"2,150,000",é»,5,2200,æ±½æ²¹,,°ä¸­å¸,¨æ°ã°GLC300 4MATIC SUV-215-è±ªè¥é,https://ct.yimg.com/xd/api/res/1.2/1MtleHKerJNcYHoM5f47wg--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/3e41aa71-173f-4132-a575-4c27cf435b64.jpg,['å¾·åæ­¦¬ Bç¸½é'],°ä¸­å¸å±¯å°ä¸­è·¯åæ®161,1,1,1,1,1,0,1,1,1,0,0,1,0
36,1.0111E+11,MERCEDESBENZ,GLCCLASS,2020,50,"2,150,000",,5,2200,æ±½æ²¹,,°ä¸­å¸,¾·é¦¬ã2021å¼ ¨æ å¢¨è GLC300 SUV ³¼ªæ,https://ct.yimg.com/xd/api/res/1.2/mxhQaxZLo2ralB2qYfXp4Q--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/eb3abdb7-f8f6-4d2d-ab95-99e15f15dac3.jpg,['å¾·åæ­¦¬ Bç¸½é'],°ä¸­å¸å±¯å°ä¸­è·¯åæ®161,1,1,0,1,1,0,1,0,1,0,1,1,0
37,1.0111E+11,MERCEDESBENZ,GLCCLASS,2020,888888,"2,150,000",,5,2200,æ±½æ²¹,,°ä¸­å¸,¾·é¦¬ã±ªè»cool 2021 Benz GLC300 GLC ¨æè»,https://ct.yimg.com/xd/api/res/1.2/FtZNvvAr5gI1lbikrMbXQw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/d61de133-f3b3-48a7-a707-4ef4d898ee3f.jpg,['å¾·åæ­¦¬ Bç¸½é'],°ä¸­å¸å±¯å°ä¸­è·¯åæ®161,1,1,0,1,1,0,1,0,1,0,1,1,0
38,1.01081E+11,MERCEDESBENZ,GLSCLASS,2016,76000,"2,138,000",é»,5,2600,´æ²¹,ªæ,°åå¸,BENZ GLS350d °ää»±ª¯äé«¼ä»£è¡ ç¸½ä»£ç¸½æ±½è»,https://ct.yimg.com/xd/api/res/1.2/wwc.jLxEXi.YKEuZ3R3G5A--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNDA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/087917f5-af80-4e1a-b915-98a4f49b9989.jpg,['«ç¸½æ±½è¬å'],°åå¸¸­å±±åæ°±è·¯49,1,1,1,1,1,0,1,1,1,0,1,1,1
39,1.01111E+11,AUDI,Q7,2018,40000,"2,130,000",,5,2600,´æ²¹,,æ¡å¸,2018 AUDI Q7 45 TDQ 7äººåº§/ACCé§è¼ç³»çµ±/5å¹´åå»,https://ct.yimg.com/xd/api/res/1.2/z0HwoCzvPT55o_P0MF3zbw--/YXBwaWQ9eXR3YXVjdGlvbnNlcnZpY2U7aD0yNzA7cT04NTtyb3RhdGU9YXV0bztzcj0xLjI7c3M9MS4yO3c9MzYw/https://s.yimg.com/ob/image/77650b29-9672-4047-b89c-a52d9783acae.jpg,['Premium Car'],æ¡å¸ç«¹å«¹«¹è·¯äæ®319,0,1,1,1,1,0,1,1,1,1,1,1,1
