,id,車款,車型,年份,里程,車輛價格,縣市,顏色,車門數,座位數,排氣量,驅動方式,燃料,變速系統,刊登標題,照片網址,車商名,車商地址,安全氣囊,智慧i-key,電動椅,天窗,全景天窗,ABS,倒車雷達,盲點偵測,胎壓偵測,ACC跟車,CD,VCD,DVD,MP3,衛星導航GPS,大螢幕,定速,旅程電腦,方向盤快撥鍵,電動伺服方向盤,皮椅,電子恆溫,自動停車輔助,電折後視鏡,渦輪增壓,防滑循跡,鋁圈,動態穩定,HID氙氣頭燈,上坡起步輔助,行李架,倒車顯影,電子避震,LED燈,自動煞停,KEY-LESSGO免持
10,171705,CITROEN,C2 1.6,2005,158120 公里,面議,台北市,紅色,2 門,5 人座,1600cc,前輪驅動,汽油車,手自排,銓富-CITROEN C2 1.6 2005 熱血自手排,https://usedcar-image-v2.azurewebsites.net//Storages/car-images-original/temp-1462c845-b2e3-40af-9dd4-771bbbc99855.JPG?w=600&h=450,銓富汽車國際,台北市北投區承德路六段483號,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11,265252,LEXUS,ES Series ES350,2007,252911 公里,27.8萬,台南市,銀色,4 門,5 人座,3500cc,前輪驅動,汽油車,手自排,台南 [東達汽車] 2007年 LEXUS ES350 3.5L,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-9b1021ad-0205-48a2-ab03-56d2a22231ca.jpg?w=600&h=450,台南東達汽車 台南百家好店 GOO好店,台南市東區東門路3段230號,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
12,265580,FORD,Kuga 2.0,2017,46890 公里,75.8萬,桃園市,鐵灰色,5 門,5 人座,2000cc,四輪驅動,汽油車,手自排,誇張新才開3萬公里 完美AWD旗艦版 全景天窗+電動尾門+跟車系統+影音大螢幕!,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-d2740539-0bc6-42c1-b97a-ffc1aba37501.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
13,265247,LEXUS,ES Series ES300h 油電,2014,129599 公里,66.6萬,桃園市,白色,4 門,5 人座,2500cc,前輪驅動,Hybrid 混合動力車,手自排,LEXUS凌志ES300h油電車高級豪華房車高貴不貴一手無菸車庫車全車原漆原板件,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ea48fb84-af5e-4e01-9a48-6b56941fea81.jpg?w=600&h=450,錦鑫汽車,桃園市蘆竹區南工路39-3號,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1
14,267698,SUZUKI,Vitara 1.4,2018,57461 公里,59.8萬,桃園市,白色,5 門,5 人座,1400cc,前輪驅動,汽油車,手自排,歐洲原裝進口小RV~1.4T渦輪增壓 里程只5萬 原廠紀錄 高安規7氣囊+循跡,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-056646f8-5ae9-493b-8c61-cb2484fd62c0.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
15,270188,LUXGEN,M7 2.2,2015,96532 公里,58.8萬,新北市,白色,5 門,7 人座,2200cc,前輪驅動,汽油車,手自排,大信SAVE 2015年 最頂級 M7 ECO 車道偏移+電動椅+後座10吋螢幕,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-4f865abc-ea98-4ae7-a3bf-c71f3c222a92.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
16,270143,Benz,GLS-Class GLS 350d,2017,80352 公里,面議,台北市,棕色,5 門,7 人座,3000cc,四輪驅動,柴油車,手自排,2017年 總代理 BENZ GLS350d 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-71cdb79c-b14f-4f31-a2ca-881bdad5f416.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,269776,ALFA ROMEO,Giulia Ti,2017,53182 公里,149萬,台北市,紅色,4 門,5 人座,2000cc,後輪驅動,汽油車,手自排,【滿配義式浪漫】2017 Alfa Romeo Giulia Ti Sport,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e10b877-292a-4ed4-8dd5-9c5284c02e56.jpg?w=600&h=450,齊樂車酷,台北市中山區民族東路177號,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
18,272303,SKODA,Rapid 1.4,2016,61306 公里,43.8萬,高雄市,藍色,5 門,5 人座,1400cc,前輪驅動,汽油車,自手排,2016型SKODA RAPID 1.4TSI原廠LED(行照變更)/全景玻璃頂,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-fe0ab28a-19b7-479c-95d4-588db31c22cc.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0
19,257092,SKODA,Yeti 1.2,2015,99980 公里,35.8萬,高雄市,藍色,5 門,5 人座,1200cc,前輪驅動,汽油車,自手排,2015型 SKODA YETI 1.2TSI 低稅金/渦輪增壓/行李架/循跡,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-69ec8495-8608-4ccf-95f3-5b7eb28d1998.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20,267619,LUXGEN,U6 1.8,2014,75016 公里,37.8萬,新北市,白色,5 門,5 人座,1800cc,前輪驅動,汽油車,手自排,大信SAVE 2014 U6 TURBO 僅跑7萬多KM 車側影像+手自排+天窗,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-8a944db0-3c82-4c88-831d-dc2c9d04d713.JPG?w=600&h=450,大信汽車-SAVE認證車聯盟,新北市泰山區新北大道5段618號,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,272256,Benz,GLC-Class GLC 300,2020,18050 公里,199.8萬,台南市,黑色,0 門,0 人座,2000cc,四輪驅動,Hybrid 混合動力車,手自排,2020領牌 AMG 總代理 P20 僅跑1萬7 一手車 原廠保養  新車保固中,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-03e39129-267a-4862-93bb-22c9ae9b1de4.jpg?w=600&h=450,SUM台新汽車-台南小林,台南市新營區復興路507號,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
22,272248,LEXUS,GS Series GS200T,2017,91889 公里,已收訂,桃園市,鈦銀色,4 門,5 人座,2000cc,後輪驅動,汽油車,手自排,【晉達】2017 Lexus GS200T 總代理 絕版釋出 全車內外極新,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b8cb463c-db81-4c1a-8cb3-4ccec04f5b6a.jpg?w=600&h=450,晉達汽車(二店),桃園市桃園區文中路652,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
23,272226,Benz,CLA-Class CLA200,2015,107444 公里,89.8萬,高雄市,白色,4 門,5 人座,1600cc,前輪驅動,汽油車,自手排,2015型 BENZ CLA200 1.6L 渦輪增壓/HID/換檔撥片/定速,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b73ec31b-4911-4a7b-8ac1-995b7034d450.JPG?w=600&h=450,乙鈞汽車,高雄市左營區自由四路428號,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
24,272223,BMW,3 Series 320,2020,19342 公里,175.8萬,台北市,藍色,0 門,0 人座,2000cc,後輪驅動,汽油車,手自排,-世鑫汽車- BMW 320i M-sport Acc自動跟車 盲點 環景,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ecc9e4dc-2ec9-4899-b8d2-02bca326c5db.jpg?w=600&h=450,世鑫汽車,台北市北投區承德路六段451號,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
25,270973,BMW,3 Series Grand Turismo 320,2017,50999 公里,132.8萬,高雄市,白色,5 門,5 人座,2000cc,後輪驅動,汽油車,手自排,【鋐基汽車】BMW 320i GT SPORT 總代理 2017 全景天窗,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6bb62755-ccbc-4161-ab83-5d1eee596c75.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
26,272201,TOYOTA,Auris 2.0,2018,25588 公里,70.8萬,桃園市,白色,5 門,5 人座,2000cc,前輪驅動,汽油車,自手排,禮遇佳車業 x Auris 頂級 x ACC跟車 x 低里程 x  旗艦版,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e4f48eb-04c0-4d54-9743-cf13e34acd9e.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0
27,269978,SUBARU,Outback 2.5,2017,86655 公里,69.8萬,桃園市,鐵灰色,5 門,5 人座,2500cc,四輪驅動,汽油車,手自排,剛柔並濟i-S頂級AWD水平對臥*跨界旅行車*全原廠紀錄少跑.新車價對折入主OK,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-608b4d93-13d4-4bd5-95f8-73ca4fcaa971.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
28,272157,Benz,B-Class B180,2018,6822 公里,112.8萬,高雄市,白色,5 門,5 人座,1600cc,前輪驅動,汽油車,自手排,【鋐基汽車】M-Benz B180 AMG總代理低里程 CARPLAY雙電動椅,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-2d355da0-7c06-453c-b0aa-58ac81d07556.jpg?w=600&h=450,鋐基汽車,高雄市鼓山區中華一路912-1號,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
29,271143,MINI,Cooper Countryman 1.5,2018,17495 公里,116.8萬,高雄市,灰色,5 門,5 人座,1500cc,前輪驅動,汽油車,手自排,2018年 MINI COUNTRYMAN 1.5T 一手女用車 原版件低里程,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-44e21399-c8dc-44c4-acb4-1d5875788d6d.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
30,271144,BMW,2 Series 218d,2015,102787 公里,61.8萬,高雄市,藍色,5 門,5 人座,2000cc,前輪驅動,柴油車,手自排,2014 BMW 218D 全車原版件 一手車 里程保證,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-740a4123-3b05-4369-b5df-6fda43e210a6.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
31,271150,FORD,Focus 1.6,2015,33625 公里,32.8萬,高雄市,黑色,5 門,5 人座,1600cc,前輪驅動,汽油車,自手排,2015年 FOCUS 1.6 5D 低里程 優惠時尚流行車款,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-37821159-bfa9-4057-9ea4-7422ea98517f.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
32,271151,Benz,E-Class E300,2019,18297 公里,238.8萬,高雄市,白色,4 門,5 人座,2000cc,後輪驅動,汽油車,手自排,2019年 E300 AMG 總代理 一手女用車 低里程 配備齊全,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ab2002f8-5a8b-4bca-af74-1bdbfd4fb760.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
33,272117,TOYOTA,RAV-4 2.0,2015,51900 公里,59.8萬,高雄市,白色,5 門,5 人座,2000cc,前輪驅動,汽油車,手自排,2015年豐田 RAV4 2.0 E-HI 原版件 里程保證 一手女用車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-998691fc-f6e0-4f47-bb67-e2a969c712c1.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,272116,HYUNDAI,ix35 2.0,2016,75525 公里,43.8萬,高雄市,白色,5 門,5 人座,2000cc,前輪驅動,汽油車,手自排,2016年IX35 2.0 豪華型 CP值高 休旅車 原版件 里程保證,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-7be36814-d9b9-422e-a5e9-c4032a9fcd15.JPG?w=600&h=450,傑霖汽車,高雄市仁武區鳳仁路5號之12,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
35,272034,LEXUS,NX Series 200 T,2015,117071 公里,112.8萬,新北市,黑色,5 門,5 人座,2000cc,四輪驅動,汽油車,手自排,出售LEXUS NX200T F-SPORT旗艦型 全景天窗 原廠保養一手車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-927d931a-a01d-4918-bd57-93a23e45e192.jpeg?w=600&h=450,駒艷國際車業,新北市樹林區保安街二段88號,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
36,270921,Benz,C-Class C43 AMG,2016,72948 公里,199萬,桃園市,白色,2 門,4 人座,3000cc,四輪驅動,汽油車,手自排,禮遇佳車業 x C43 Coupe x 總代理 x 賽車座椅,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6fceab78-e64d-4706-a5fd-c4f8980c4e8b.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1
37,271231,BMW,1 Series 118,2012,96976 公里,55.8萬,桃園市,灰色,5 門,5 人座,1600cc,後輪驅動,汽油車,自手排,禮遇佳車業 x BMW 118i x  F20 x 漂亮車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-227a760c-1959-432f-9177-30c63ad3d972.jpg?w=600&h=450,禮遇佳車業,桃園市龜山區復興一路471號,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
38,268382,Benz,C-Class C450,2016,37229 公里,178.8萬,桃園市,白色,4 門,5 人座,3000cc,四輪驅動,汽油車,手自排,C450 AMG 4Matic 23P跟車 超頂配 #4703,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-c6e3f56e-ac64-4737-8060-5454974d6b40.jpg?w=600&h=450,老船長車庫,桃園市桃園區永安路1189號,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
39,272055,KIA,SOUL 1.6,2018,18592 公里,59.8萬,桃園市,其他,5 門,5 人座,1600cc,前輪驅動,柴油車,自手排,新型1.6柴油~旗艦震撼版~新車約百萬~里程1萬+原廠紀錄.高品質高質感的酷車!,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-c534a4a1-293f-45a0-be25-2cf87f55eb53.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
40,265126,HYUNDAI,ix35 2.4,2014,75278 公里,45.9萬,桃園市,白色,5 門,5 人座,2400cc,前輪驅動,汽油車,手自排,同級車最便宜!頂級2.4全景天窗S版.影音滿配.里程跑少.直售不二價.超高CP值,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-b289c93d-05fe-4332-85a0-2a054b702606.jpg?w=600&h=450,桃園SUM模範店首福汽車,桃園市中壢區新中北路二段68號,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
41,270261,Benz,GL-Class GL350,2016,71079 公里,175萬,台北市,灰色,5 門,7 人座,3000cc,四輪驅動,柴油車,手自排,2016年 總代理 BENZ GL350d AMG 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-69c1f53d-b1ba-46f4-a756-1930f87230e4.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,268152,Benz,GLE-Class 3.5,2017,56353 公里,168萬,台北市,黑色,5 門,5 人座,3000cc,四輪驅動,柴油車,手自排,2017年 總代理 BENZ GLE 350d 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-904a4854-e4b8-449b-ab49-7355ccc87236.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,268295,Benz,S-Class S400 3.0,2014,44554 公里,178萬,台北市,黑色,4 門,5 人座,3000cc,後輪驅動,汽油車,手自排,2014年總代理BENZ S400 L傳奇饗宴 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-02353312-3cf9-4f06-ad4c-c99cf7f30143.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,270849,Benz,GLA-Class GLA180,2018,79191 公里,面議,台北市,灰色,5 門,5 人座,1600cc,前輪驅動,汽油車,手自排,2018年 總代理 BNEZ GLA180 AMG 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-c7ed2f04-cb4d-44ca-ad05-f0b7265c8a7b.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,267255,PORSCHE,Cayenne 3.0,2019,32604 公里,289萬,台北市,黑色,5 門,5 人座,3000cc,四輪驅動,汽油車,手自排,2018 年 總代理 PORSCHE CAYENNE 3.0 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-ed27763f-ccd1-4d7e-a90d-35c057553490.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,272019,Benz,C-Class C300,2017,50125 公里,148萬,台中市,黑色,4 門,5 人座,2000cc,後輪驅動,汽油車,手自排,C300 AMG 2017 全景 盲點 柏林之音 LED頭燈 電尾門 寶瑪國際,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-5af05838-1f4e-4e5b-b520-46071d62fbba.jpg?w=600&h=450,寶瑪國際汽車,台中市北屯區崇德路三段539-1號,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
47,264652,Benz,GLC-Class GLC 250,2016,70985 公里,163萬,台北市,白色,5 門,5 人座,2000cc,四輪驅動,汽油車,手自排,2016 總代理 BENZ GLC250 AMG 4MATIC 昇益汽車,https://usedcar-img.azureedge.net/Storages/car-images-original/temp-6e23f140-bb69-4396-9677-9e67a301448b.jpg?w=600&h=450,昇益汽車,台北市北投區承德路六段335號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
